time,Adult_Susceptible,Adult_Exposed,Adult_Infected,Adult_Hospitalizations,Adult_Critical,Adult_Recovered,Adult_Dead,Adult_New_Incidence,Adult_New_Hospitalization,Adult_New_Critical,Elderly_Susceptible,Elderly_Exposed,Elderly_Infected,Elderly_Hospitalizations,Elderly_Critical,Elderly_Recovered,Elderly_Dead,Elderly_New_Incidence,Elderly_New_Hospitalization,Elderly_New_Critical,Pediatric_Susceptible,Pediatric_Exposed,Pediatric_Infected,Pediatric_Hospitalizations,Pediatric_Critical,Pediatric_Recovered,Pediatric_Dead,Pediatric_New_Incidence,Pediatric_New_Hospitalization,Pediatric_New_Critical,Total_Susceptible,Total_Exposed,Total_Infected,Total_Hospitalizations,Total_Critical,Total_Recovered,Total_Dead,Total_New_Incidence,Total_New_Hospitalization,Total_New_Critical,Population
21,14738.62045,1,0,0,0,0,0,0,0,0,1639.22489,0,0,0,0,0,0,0,0,0,16854.00354,0,0,0,0,0,0,0,0,0,33231.848880000005,1,0,0,0,0,0,0,0,0,33232.84888
22,44081.066078634314,3.8325376627845475,0.22538085975845354,7.412222452355663e-4,8.881828642224663e-6,0.03411267902193041,6.004737206806979e-8,0.09278136568618103,8.068893484391014e-4,9.171573270100377e-6,4847.553082758088,0.01735540855360076,0.002313446667609948,2.223072681470836e-5,3.4829512941054557e-7,2.0580232281690948e-4,5.346105949407797e-9,0.019897241912077694,2.3668580643970206e-5,3.5727303079196257e-7,50254.65219907381,0.05044380261682233,0.006549844945117985,1.167919816135231e-7,3.6505312810344865e-10,6.371614525321619e-4,9.356012544912588e-12,0.057630926180863226,1.2428016442649034e-7,3.7440914064836127e-10,99183.27136046621,3.9003368739549704,0.23424415137118146,7.635697640318882e-4,9.230488824763312e-6,0.03495564279727948,6.54028340300225e-8,0.17030953377912195,8.306822092474981e-4,9.529220710032988e-6,99187.44167
23,44080.67894129022,3.2181881426700025,1.0368729640808654,0.004564667567868473,8.42716661267242e-5,0.220207670270181,9.935296752998485e-7,0.4799187097847191,0.005202512739201302,8.906534352905998e-5,4847.472423357058,0.08338292755928399,0.014855571802914996,2.1568342883885504e-4,5.767282266701499e-6,0.0020965279279008247,1.6494144232307357e-7,0.10055664294264771,2.4003535465258834e-4,6.04427460829296e-6,50254.40779810903,0.2517269355851861,0.04361725185502185,1.1736786019664888e-6,6.243927228512523e-9,0.006686523298854031,2.968286242995982e-10,0.30203189095841976,1.304493719022731e-6,6.540755852812121e-9,99182.55916275631,3.5532980058144723,1.0953457877388024,0.004781524675309295,9.00451923206542e-5,0.22899072149693586,1.1587679462472216e-6,0.8825072436857866,0.005443852587572913,9.511615889320574e-5,99187.44167
24,121765.3815380801,3.8107340912577206,1.522327189992762,0.01122071207097607,3.3144102181856846e-4,0.5849525438982491,5.941668234850149e-6,0.9295719199097606,0.013800029622750367,3.6010616085072847e-4,24650.172362818696,0.13984186665262938,0.03941971023893836,8.714433547232893e-4,3.43969265488081e-5,0.008948333729767492,1.4304026419552967e-6,0.18911718130524927,0.0010199143256955745,3.6799063932084254e-5,172153.61124881348,0.4529611761209524,0.12157157832970879,4.923401701631383e-6,3.843700776022396e-8,0.02944346755524749,2.6444515770984265e-9,0.6039811864890696,5.74503088837783e-6,4.1081459337322394e-8,318569.1651497123,4.4035371340313025,1.683318478561409,0.01209707882740099,3.658763853751368e-4,0.6233443451832642,7.374715328382544e-6,1.7226702877040796,0.014825688979334319,3.9694630624215004e-4,318575.88782
25,141557.6445250234,6.386124340031165,2.031790446986696,0.019373575580193453,7.938511407721999e-4,1.0903927393321518,2.002353191944118e-5,1.5284949766028975,0.025747703498012635,8.904589541144744e-4,26830.48993308992,0.22800731240397418,0.0761264601703915,0.0021819946338632193,1.1637880958206666e-4,0.02370816447131041,6.599590412877415e-6,0.3301469100795343,0.0026960030047697816,1.2746180439429685e-4,194729.6772650431,0.7203496868781807,0.2387962325294631,1.2654261131484216e-5,1.3365440301891524e-7,0.07989623704908502,1.2517989476876632e-8,1.0390549568902527,1.5577708981400054e-5,1.4617239249579188e-7,363117.8117231565,7.33448133931332,2.3467131396865506,0.021568224475188157,9.103636047572855e-4,1.1939971408525472,2.6635640321795473e-5,2.8976968435726844,0.028459284211763816,0.001018066930901267,363128.70941999997
26,151400.9827240026,7.6248092164257155,3.007897817661586,0.030305736892760317,0.0015122939755748323,1.8104517014115156,4.9231053500557124e-5,2.4750259974206528,0.042811931832667495,0.001749930188691698,28017.915693226358,0.35574984247403196,0.13088551209726526,0.0044169235075537305,2.925839080445097e-4,0.05036083237595981,2.107928314457621e-5,0.5417267736459999,0.005732868924338528,3.2798310714408734e-4,206264.90816963633,1.1345168147221851,0.4124446529336277,2.5738511719290836e-5,3.389043784565128e-7,0.17128277797034266,4.062003371717259e-8,1.718270363662287,3.3328999962764546e-5,3.795244121736854e-7,385683.8065868653,9.115075873621933,3.551227982692479,0.03474839891203334,0.0018052167879977986,2.032095311757818,7.035095667885051e-5,4.73502313472894,0.048578129756968784,0.002078292820247959,385698.54161
27,206444.07553508805,12.817158156355996,4.042418401060593,0.04476795817558081,0.002569362527205207,2.8145598375507905,1.0119628029906904e-4,3.7215749119504653,0.06659121901465183,0.0030581476702868232,38951.04782633736,0.5030648950989771,0.20637426460262331,0.007908420146557826,6.19054589400962e-4,0.09420315347862455,5.387473362955899e-5,0.8122236626498133,0.010735634765830938,7.0952725476705e-4,283465.14299494436,1.6460968456903913,0.6585969937975193,4.621616501162807e-5,7.160239362332968e-7,0.3224641795863501,1.0438021817699177e-7,2.6272050556434263,6.262424809983385e-5,8.204041544102885e-7,528860.2663563697,14.966319897145365,4.907389659460736,0.05272259448715026,0.003189133140542402,3.231227170615765,1.5517539414680503e-4,7.161003630243705,0.0773894780285826,0.0037684953292082836,528883.42736
28,213961.92361886494,12.327654330699085,6.015503069822336,0.06524725909660822,0.004069331478118804,4.252831318885736,1.8582506405330116e-4,5.665491135045937,0.10065637705425703,0.0049674256782872295,39772.861109312005,0.7571830020146678,0.31391968308892537,0.013041502245120448,0.0011656962167641263,0.16179212543503166,1.1867899781856798e-4,1.2472206879983279,0.0184462792159095,0.0013649928463976527,292023.7965014748,2.4709953673918434,1.0114691421889488,7.664228780392342e-5,1.3457762653539353e-6,0.5578057974267301,2.301074282134676e-7,4.040348525179019,1.0815996167527147e-4,1.575883693567403e-6,545758.5812296517,15.555832700105595,7.340891895100211,0.07836540362953259,0.0052363734711482835,4.9724292417474985,3.047341693000826e-4,10.953060348223286,0.1192108162318418,0.00633399440837845,545786.53429
29,232793.9209656511,12.242100639000283,7.431528182010772,0.09099429712480173,0.006173633621173448,6.16281087064557,3.167264741763972e-4,7.933924348876776,0.14587243329828498,0.007705177783178745,44632.699839080604,0.9959768997947852,0.4558196024200134,0.02042200887329773,0.0020263038286569787,0.2627409100814846,2.351944044825099e-4,1.7372209194027204,0.029958693550733034,0.0024212584821949215,321273.12640642247,3.338049950832909,1.4872831544230352,1.2075333242566164e-4,2.3378630354788315e-6,0.9120669251993846,4.5588500145236045e-7,5.737523577535791,1.7662829316428548e-4,2.793748036931192e-6,598699.7472111542,16.576127489627975,9.37463093885382,0.11153705933052513,0.008202275312865905,7.337618705926439,5.523767636603594e-4,15.408668845815289,0.17600775514218228,0.010129230013410597,598733.15588
30,251522.40245301192,12.464539309983657,8.516099736122948,0.11832445636517668,0.008916649990831138,8.423406624604958,5.102110229908715e-4,10.531796988090564,0.19935843883962281,0.01138486352408914,49467.3259441466,1.2470115241622626,0.6233661868524354,0.03033018471029126,0.003311736019199962,0.4049553293862815,4.308922770201028e-4,2.3094058534074904,0.046156732879783675,0.004035311473751039,350364.1161661681,4.260634542719424,2.0676119341812473,1.810006654079337e-4,3.8268226596886815e-6,1.4175216922089464,8.352693600197858e-7,7.745953831867046,2.7424250580210306e-4,4.6620920197084674e-6,651353.8445633267,17.972185376865344,11.207077857156632,0.14883564174087588,0.012232212832690789,10.245883646200186,9.419385693709941e-4,20.5871566733651,0.2457894142252086,0.015424837089859889,651393.43172
